site_id,time,latitude,longitude,igbp,GPP_NT_VUT_REF,LE_F_MDS,LE_F_MDS_QC,NEE_VUT_REF_QC,H_F_MDS,NETRAD,G,VPD_F_MDS,SWC_F_MDS,TA_F_MDS
DEMO_000,2015-01-01,-18.333333333333332,71.57894736842104,GRA,3.3821426962854626,8.367627982154454,0,0.9,9.637174452562228,15.354398629958105,0.7677199314979053,0.9771540558911855,0.4415681332543442,19.698284223843817
DEMO_000,2015-01-09,-18.333333333333332,71.57894736842104,GRA,3.874632156501654,9.670800599958104,0,0.9,-6.439156060113763,18.232921075388376,0.9116460537694189,1.682395385365443,0.3977369534929358,18.130996794531203
DEMO_000,2015-01-17,-18.333333333333332,71.57894736842104,GRA,3.3358288324246894,8.782679990992229,0,0.9,9.313631843089272,24.03408103733671,1.2017040518668356,1.1967270216760721,0.418127980022165,17.91202472592901
DEMO_000,2015-01-25,-18.333333333333332,71.57894736842104,GRA,2.6709990102473244,8.26337996547486,0,0.9,5.9659757028492395,18.940946113871405,0.9470473056935703,0.47968235423979455,0.4361476181471259,20.07750217537308
DEMO_000,2015-02-02,-18.333333333333332,71.57894736842104,GRA,3.3685038009088943,9.717733767306221,0,0.9,10.324731581877618,29.547420503231262,1.4773710251615633,1.0150414433696335,0.3978485221170803,19.593118430453497
DEMO_000,2015-02-10,-18.333333333333332,71.57894736842104,GRA,4.697908949761057,11.019939555820908,1,0.9,16.411497887152642,28.251259556319418,1.412562977815971,2.1076234752243863,0.3636359302780767,24.98295533605595
DEMO_000,2015-02-18,-18.333333333333332,71.57894736842104,GRA,3.3888313700470873,10.477880956759629,0,0.9,-13.084134251783183,-2.559017120218879,-0.12795085601094397,1.6200769980520293,0.4733168696781323,24.99484600216615
DEMO_000,2015-02-26,-18.333333333333332,71.57894736842104,GRA,5.10857671222467,11.916694431100012,0,0.9,6.581838921550641,21.164694578536096,1.0582347289268048,2.575211350263978,0.3181695272306023,26.643124333055916
DEMO_000,2015-03-06,-18.333333333333332,71.57894736842104,GRA,2.6447986514397552,9.869579001452905,0,0.9,-4.959165697523206,19.55297274335725,0.9776486371678627,0.9773927677918574,0.5544217052479392,23.645999618467922
DEMO_000,2015-03-14,-18.333333333333332,71.57894736842104,GRA,4.235023557445214,10.310905020314719,0,0.9,18.1381482997296,22.437495739964657,1.1218747869982328,1.6492853429135013,0.352312967575178,26.335062002213334
DEMO_000,2015-03-22,-18.333333333333332,71.57894736842104,GRA,4.023169847399578,10.952478809069,0,0.9,-1.8476074789203434,10.88260137151277,0.5441300685756385,1.3848378540183974,0.4441151253722809,25.427852887297384
DEMO_000,2015-03-30,-18.333333333333332,71.57894736842104,GRA,3.54951501569605,10.860138833607477,0,0.9,-5.01148701429431,-9.451376587269966,-0.4725688293634983,1.9406937777868833,0.4284516028972637,25.10510481209532
DEMO_000,2015-04-07,-18.333333333333332,71.57894736842104,GRA,4.465022678983143,11.795581814236838,0,0.9,10.943584312140134,6.398996529071788,0.3199498264535894,2.247869641989584,0.41455381544418257,25.803186887396823
DEMO_000,2015-04-15,-18.333333333333332,71.57894736842104,GRA,3.2337270627514956,10.63071223796,0,0.9,5.936706172893247,13.966613973492624,0.6983306986746313,0.5620144189941808,0.4957395606036088,25.761310877507608
DEMO_000,2015-04-23,-18.333333333333332,71.57894736842104,GRA,3.041697539266069,9.682409538983675,0,0.9,-8.397236077497428,-3.2437968463831437,-0.1621898423191572,0.881419539698354,0.4541094607814721,26.531267335267902
DEMO_000,2015-05-01,-18.333333333333332,71.57894736842104,GRA,4.69802731413052,10.995424594077514,0,0.9,6.927920900360889,31.436023277408836,1.5718011638704419,1.9773984262735038,0.3503611847976462,23.70772305916118
DEMO_000,2015-05-09,-18.333333333333332,71.57894736842104,GRA,3.0046310646623513,9.928881735046662,0,0.9,7.26177286120247,14.000459759926613,0.7000229879963307,1.3284998224960496,0.46422200129220964,24.0127853479096
DEMO_000,2015-05-17,-18.333333333333332,71.57894736842104,GRA,4.334912655104631,11.107459494916657,0,0.9,14.078092949269326,23.764307360387118,1.188215368019356,1.287997652052599,0.3873550444594108,23.076339679575423
DEMO_000,2015-05-25,-18.333333333333332,71.57894736842104,GRA,2.6848792110544806,8.447952594665916,0,0.9,-0.018642381077360604,13.222659626395288,0.6611329813197644,0.3917762317117216,0.5127867633468495,21.790617564574312
DEMO_000,2015-06-02,-18.333333333333332,71.57894736842104,GRA,4.89305561042784,10.82560265571205,0,0.9,15.634614200604618,35.47337912459614,1.7736689562298071,2.1991905625244206,0.2862070025650176,22.16287538923562
DEMO_000,2015-06-10,-18.333333333333332,71.57894736842104,GRA,4.135985139324939,9.545720678955323,0,0.9,-5.785295473970618,6.7354927426556985,0.33677463713278494,1.899711676921614,0.41952769539618817,21.359674932078217
DEMO_000,2015-06-18,-18.333333333333332,71.57894736842104,GRA,4.263331869957674,9.688171096807604,1,0.9,-1.6575341837244508,0.8544634923103809,0.04272317461551905,0.6885670296700118,0.40474017114355,19.678958863544814
DEMO_000,2015-06-26,-18.333333333333332,71.57894736842104,GRA,3.0572175590698043,9.520272102728173,0,0.9,27.89178370544559,38.304371819233545,1.9152185909616772,0.9024905648395172,0.3736851848044882,18.15095904408679
DEMO_000,2015-07-04,-18.333333333333332,71.57894736842104,GRA,4.310495813172188,9.580072922185321,0,0.9,-1.5375938294382623,-4.539064492447302,-0.2269532246223651,1.8756245079492577,0.3260641190953778,17.5496181198054
DEMO_000,2015-07-12,-18.333333333333332,71.57894736842104,GRA,3.488946509165911,7.864824262120036,0,0.9,-0.013930779848651653,-1.298067762808536,-0.0649033881404268,1.2786249077067868,0.30698734829770863,16.050683576139434
DEMO_000,2015-07-20,-18.333333333333332,71.57894736842104,GRA,5.455223183368554,11.824668537920523,1,0.9,-10.832376333821827,1.3983301503412342,0.06991650751706172,3.242192333579663,0.15838929040518535,14.486957102500147
DEMO_000,2015-07-28,-18.333333333333332,71.57894736842104,GRA,3.5229063777880727,8.91462212398938,0,0.9,3.0336035727580146,18.308859968387328,0.9154429984193664,1.7346157140659075,0.3057765909238543,12.856557663555183
DEMO_000,2015-08-05,-18.333333333333332,71.57894736842104,GRA,3.5794325635705544,8.24154063658582,1,0.9,-4.592235072204913,-5.033697021971236,-0.2516848510985618,1.8840896285698356,0.3424657292588773,12.168081898126106
DEMO_000,2015-08-13,-18.333333333333332,71.57894736842104,GRA,2.954466309365712,8.063498757956525,0,0.9,-5.21366693353833,-8.115549962426932,-0.40577749812134667,1.1556895618952003,0.406259716997694,11.968904030567343
DEMO_000,2015-08-21,-18.333333333333332,71.57894736842104,GRA,3.512803144896466,8.310637429795271,0,0.9,4.625157258377331,-1.754574006738693,-0.08772870033693465,2.548616116461436,0.28164754144962834,9.867333827286878
DEMO_000,2015-08-29,-18.333333333333332,71.57894736842104,GRA,3.046401577114475,7.621427983024665,0,0.9,14.910050977492041,44.7023747583068,2.2351187379153403,0.9377283258955778,0.3553030767561387,9.798516505824523
DEMO_000,2015-09-06,-18.333333333333332,71.57894736842104,GRA,2.3172928213274955,6.078617421199094,0,0.9,16.509847576723153,19.44379797662273,0.9721898988311365,0.2595385274054532,0.45375747737023725,8.452519750614556
DEMO_000,2015-09-14,-18.333333333333332,71.57894736842104,GRA,2.459844937880553,6.995613389348393,0,0.9,8.624413013540428,17.709867825371795,0.8854933912685898,0.8485110320956963,0.38961495027585397,7.5756693284499566
DEMO_000,2015-09-22,-18.333333333333332,71.57894736842104,GRA,3.006887002296879,7.980016277361019,0,0.9,6.265295041177356,18.164893926891857,0.9082446963445929,1.8503944715201577,0.36351638919478063,7.174089525504965
DEMO_000,2015-09-30,-18.333333333333332,71.57894736842104,GRA,1.6826411816249653,6.609154783975829,0,0.9,-7.684431930620068,-3.617290616561221,-0.18086453082806106,0.18743749568163143,0.49541811401153013,8.353446456599348
DEMO_000,2015-10-08,-18.333333333333332,71.57894736842104,GRA,2.48651017539389,5.914924524594132,0,0.9,-1.512439272091842,-9.937079599640468,-0.4968539799820234,1.426016087038355,0.4531618905351197,8.88493385495524
DEMO_000,2015-10-16,-18.333333333333332,71.57894736842104,GRA,3.019330475098929,7.724796533736066,0,0.9,9.479149247412845,38.630233925721946,1.9315116962860974,1.2497727687827807,0.37651020042314076,7.066714294753796
DEMO_000,2015-10-24,-18.333333333333332,71.57894736842104,GRA,4.457447713392693,9.17520465765817,0,0.9,3.163006434863127,7.566207127572694,0.37831035637863475,2.9703665179051133,0.15085494041147882,6.680986293311516
DEMO_000,2015-11-01,-18.333333333333332,71.57894736842104,GRA,2.9906748817714885,7.428509025913059,0,0.9,14.52483729644918,26.948513493954607,1.3474256746977304,1.2593360231940205,0.388529729859888,9.13768375221208
DEMO_000,2015-11-09,-18.333333333333332,71.57894736842104,GRA,2.7328031786707174,8.330348564181511,0,0.9,-8.410350880017273,-9.944746928323472,-0.4972373464161736,1.5440995298979472,0.31877609661332607,10.763254943761659
DEMO_000,2015-11-17,-18.333333333333332,71.57894736842104,GRA,2.07319164394296,7.16972560048881,0,0.9,3.270073345436687,20.862067401788504,1.0431033700894252,0.15737490707453533,0.5920546014482516,11.427382189478617
DEMO_000,2015-11-25,-18.333333333333332,71.57894736842104,GRA,3.2619108980281255,8.795802519522974,0,0.9,-2.5536185428735116,1.0826928788799064,0.05413464394399532,1.6661544958388532,0.2617849982272539,10.87058128052136
DEMO_000,2015-12-03,-18.333333333333332,71.57894736842104,GRA,2.7213261532256623,8.327197261968118,0,0.9,5.316158647749398,6.760570528507539,0.33802852642537695,0.5522150532412821,0.44460702153276177,11.206051563298399
DEMO_000,2015-12-11,-18.333333333333332,71.57894736842104,GRA,3.4163956398078104,7.858054549314587,0,0.9,-2.6585017174225483,8.841147491903495,0.4420573745951748,1.676555306579086,0.43451989823714854,13.426732423158347
DEMO_000,2015-12-19,-18.333333333333332,71.57894736842104,GRA,2.7819271433418438,8.165055395254193,0,0.9,8.515754498138984,13.33345317644466,0.666672658822233,0.9063203547618767,0.4485898756591418,13.352496800740054
DEMO_000,2015-12-27,-18.333333333333332,71.57894736842104,GRA,3.618204791554143,9.377778270355707,1,0.9,13.301483035342898,34.307863846403585,1.7153931923201793,1.8930442832931282,0.406087597010021,16.468608027998048
DEMO_000,2016-01-04,-18.333333333333332,71.57894736842104,GRA,3.0020671213632286,8.281684759275137,0,0.9,-6.006650216171638,0.9697518726866461,0.048487593634332304,1.2071358920945074,0.3525648687501902,17.451039130855044
