status,n,coef,se_hc3,p,ci_low,ci_high,ci_excludes_zero,full_r2,reduced_r2,delta_r2,full_aic,reduced_aic,delta_aic_full_minus_reduced,nested_f_p,focal_vif,mechanism_id,feature,feature_family,mechanism_type,moderator,controls_used,controls_omitted,bh_q,by_q,holm_p,primary_pass,boot_status,n_boot_valid,boot_ci_low,boot_ci_high,boot_ci_excludes_zero,loo_sign_stability,clean_status,clean_n,clean_coef,clean_p,clean_ci_excludes_zero,clean_delta_aic,clean_bh_q,product_all__sample_mode,product_all__product_gate,product_all__n_product_fit_ok,product_all__expected_sign,product_all__sign_consistency,product_all__gosif_gleam_pass,product_all__gosif_gleam_coef,product_all__gosif_gleam_p,product_all__gosif_gleam_bh_q,product_all__n_opposite_significant_products,product_all__dependency_rank_abscoef_spearman,product_all__dependency_flag,product_clean__sample_mode,product_clean__product_gate,product_clean__n_product_fit_ok,product_clean__expected_sign,product_clean__sign_consistency,product_clean__gosif_gleam_pass,product_clean__gosif_gleam_coef,product_clean__gosif_gleam_p,product_clean__gosif_gleam_bh_q,product_clean__n_opposite_significant_products,product_clean__dependency_rank_abscoef_spearman,product_clean__dependency_flag,bootstrap_gate,clean_gate,product_all_gate,product_clean_gate,tower_strict_gate,FULL_STRICT_STRICT_PASS,SATELLITE_STRICT_PASS_NO_TOWER,non_tower_gate_score_0_to_5,full_gate_score_0_to_6,story_category,primary_failure_reason,bootstrap_failure_reason,clean_failure_reason,product_all_failure_reason,product_clean_failure_reason,tower_failure_reason,closest_tier,mechanism_family_clean,failed_gates,dedup_score
FIT_OK,191,0.4653840486642203,0.1073519714445354,2.4200280397473075e-05,0.2535538296923665,0.6772142676360742,True,0.4581431089782768,0.4066220704131991,0.0515210385650777,446.99862962176337,462.3470805761165,-15.348450954353154,5.3940905104843886e-05,4.203764496663442,hinge_low_q25__mat,mat,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0024916755818245,0.0181662566943833,0.0197958293651329,True,FIT_OK,300,0.2788954485583018,0.6575500194121884,True,1.0,FIT_OK,159,0.475761332282579,0.0002169759138469,True,-12.49748785768088,0.0019318987838968,all,FAIL,47,1,0.723404255319149,True,0.4719605736748156,1.3117974923723217e-07,6.165448214149912e-06,0,0.0789516621100349,False,clean,PASS,47,1,0.7659574468085106,True,0.5088652473914901,2.708144337974356e-05,0.0012728278388479,0,0.0098314901944158,False,True,True,False,True,False,False,False,4,4,other ecological,PASS,PASS,PASS,gate=FAIL; sign consistency=0.723404255319149,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,247.7803118941544
FIT_OK,191,0.4653840486642203,0.1073519714445354,2.4200280397473075e-05,0.2535538296923665,0.6772142676360742,True,0.4581431089782768,0.4066220704131991,0.0515210385650777,446.99862962176337,462.3470805761165,-15.348450954353154,5.3940905104843886e-05,4.203764496663442,hinge_low_q25__mean_annual_temperature,mean_annual_temperature,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0024916755818245,0.0181662566943833,0.0197958293651329,True,FIT_OK,300,0.2635649064532345,0.6919178341149389,True,1.0,FIT_OK,159,0.475761332282579,0.0002169759138469,True,-12.49748785768088,0.0019318987838968,all,FAIL,47,1,0.723404255319149,True,0.4719605736748156,1.3117974923723217e-07,6.165448214149912e-06,0,0.0789516621100349,False,clean,PASS,47,1,0.7659574468085106,True,0.5088652473914901,2.708144337974356e-05,0.0012728278388479,0,0.0098314901944158,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; sign consistency=0.723404255319149,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,247.7803118941544
FIT_OK,191,0.4653716825089558,0.107354125308906,2.4220418778366956e-05,0.2535372134655373,0.6772061515523742,True,0.4581375891235815,0.4066220700635773,0.0515155190600041,447.000575314241,462.3470806886549,-15.346505374413823,5.399298043524133e-05,4.203991473500617,hinge_low_q25__mean_temperature,mean_temperature,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0024916755818245,0.0181662566943833,0.0197958293651329,True,FIT_OK,300,0.2562175895584244,0.6688659696884641,True,1.0,FIT_OK,159,0.4757435499379648,0.0002172968712201,True,-12.495338373298182,0.0019318987838968,all,FAIL,47,1,0.723404255319149,True,0.4719251975848869,1.3158470599368e-07,6.1844811817029595e-06,0,0.0789516621100349,False,clean,PASS,47,1,0.7659574468085106,True,0.5088525609630876,2.715947963070306e-05,0.001276495542643,0,0.0077333063114612,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; sign consistency=0.723404255319149,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,247.78067314413013
FIT_OK,191,0.3681943918199387,0.0935262576626835,0.000117665576964,0.1836523978860227,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.0675403624848924,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mat,mat,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0062390394204098,0.0454874593082258,0.0954267829178447,True,FIT_OK,300,0.198247152029778,0.5712762406655936,True,1.0,FIT_OK,159,0.3702486635412692,0.0001737157715013,True,-15.68970362910636,0.0019318987838968,all,FAIL,20,1,0.8,True,0.3275035074621427,0.0003240516518963,0.0021603443459756,2,-0.1169429243936849,False,clean,PASS,20,1,0.85,True,0.3704060215977496,0.0019080288265798,0.0127201921771988,0,-0.0671799778431807,False,True,True,False,True,False,False,False,4,4,other ecological,PASS,PASS,PASS,gate=FAIL; opposite significant products=2,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,248.86576715834093
FIT_OK,191,0.3681943918199387,0.0935262576626835,0.000117665576964,0.1836523978860227,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.0675403624848924,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mean_annual_temperature,mean_annual_temperature,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0062390394204098,0.0454874593082258,0.0954267829178447,True,FIT_OK,300,0.2071588204773752,0.5708608011248026,True,1.0,FIT_OK,159,0.3702486635412692,0.0001737157715013,True,-15.68970362910636,0.0019318987838968,all,FAIL,20,1,0.8,True,0.3275035074621427,0.0003240516518963,0.0021603443459756,2,-0.1169429243936849,False,clean,PASS,20,1,0.85,True,0.3704060215977496,0.0019080288265798,0.0127201921771988,0,-0.0671799778431807,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; opposite significant products=2,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,248.86576715834093
FIT_OK,191,0.3681943918199387,0.0935262576626835,0.000117665576964,0.1836523978860227,0.5527363857538548,True,0.4741624322286764,0.4066220697437839,0.0675403624848924,439.2668018775904,460.3470807915918,-21.080278914001383,3.006884457091018e-06,2.007201400465955,low_tail_q10__mean_temperature,mean_temperature,temperature,low_tail,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0062390394204098,0.0454874593082258,0.0954267829178447,True,FIT_OK,300,0.202147163924395,0.5421424022717758,True,1.0,FIT_OK,159,0.3702486635412692,0.0001737157715013,True,-15.68970362910636,0.0019318987838968,all,FAIL,20,1,0.8,True,0.3275035074621427,0.0003240516518963,0.0021603443459756,2,-0.1169429243936849,False,clean,PASS,20,1,0.85,True,0.3704060215977496,0.0019080288265798,0.0127201921771988,0,-0.0671799778431807,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; opposite significant products=2,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,248.86576715834093
FIT_OK,191,0.3411711778073134,0.087861256158709,0.0001446981908428,0.1678006390011641,0.5145417166134627,True,0.4490043995934689,0.4116037571072805,0.0374006424861884,450.1930848547754,460.7367766503656,-10.543691795590178,0.0005959233407672,3.112186444642318,interaction_with_mean_annual_temperature__sd_precipitation,sd_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0070050947684533,0.05107259976398,0.11677144001022,True,FIT_OK,300,0.1825852467909718,0.5143247482960814,True,1.0,FIT_OK,159,0.2840983280316505,0.0008289207396126,True,-8.623250341235632,0.003514116448104,all,PASS,47,1,0.8936170212765957,True,0.313288207626735,0.0014880957689822,0.0233135003807225,0,-0.0582695638351965,False,clean,FAIL,47,1,0.851063829787234,False,0.2971786274693655,0.0071562877257571,0.1121151743701951,0,0.0019782876610714,False,True,True,True,False,False,False,False,4,4,hydroclimate,PASS,PASS,PASS,PASS,gate=FAIL; GOSIF×GLEAM fail coef=0.2971786274693655 p=0.007156287725757138 q=0.11211517437019518,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,sd_precipitation × temperature regime interaction,clean-product robustness; tower,249.00587711619815
FIT_OK,191,0.4310668548286582,0.1134666643061544,0.0001985077760442,0.2071709354286423,0.6549627742286742,True,0.4492352401132182,0.4067012207384134,0.0425340193748048,450.1130483214124,462.3216015016127,-12.208553180200283,0.0002579618536283,4.368706180679949,hinge_low_q25__median_temperature,median_temperature,temperature,hinge_low,,aridity;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator,0.0075707243361912,0.0551964800943144,0.1594017441634982,True,FIT_OK,300,0.1998715849351472,0.6551686246592515,True,1.0,FIT_OK,159,0.4541733694721589,0.0009167405309182,True,-10.73942122191204,0.003514116448104,all,FAIL,47,1,0.723404255319149,True,0.4352615739609634,1.012950831639097e-05,0.0004760868908703,0,0.029434522472306,False,clean,PASS,47,1,0.7659574468085106,True,0.5989049992055616,0.0002831076784184,0.012800492921412,0,-0.0200226690544811,False,True,True,False,True,False,False,False,4,4,temperature gradient,PASS,PASS,PASS,gate=FAIL; sign consistency=0.723404255319149,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail temperature regime,all-product robustness; tower,249.17691495685142
FIT_OK,191,0.3197713720850413,0.0842859178252859,0.0002023765922189,0.1534558010813116,0.4860869430887709,True,0.4532424269179659,0.4125719808282717,0.0406704460896941,448.7183139133313,460.4222215276764,-11.703907614345098,0.000332277730936,2.51420233207279,interaction_with_mean_annual_temperature__p90_precipitation,p90_precipitation,precipitation,interaction,mean_annual_temperature,aridity;soil_texture_pc1;growing_season_mean_lai;mean_vpd;mean_soil_moisture;lat;lon,temperature:omitted_same_family_as_focal_or_moderator;precipitation:omitted_same_family_as_focal_or_moderator,0.0075707243361912,0.0551964800943144,0.1623060269596097,True,FIT_OK,300,0.1863921438404639,0.5021117895346202,True,1.0,FIT_OK,159,0.298757240549033,0.0005388914237617,True,-11.800988427405969,0.0028046871446348,all,PASS,47,1,0.8723404255319149,True,0.2999886101253085,0.0010637714912202,0.0206160921541537,0,-0.1579033242200698,False,clean,FAIL,47,1,0.7446808510638298,False,0.3074789279659269,0.0036892221740197,0.173393442178926,0,0.0389662721120141,False,True,True,True,False,False,False,False,4,4,hydroclimate,PASS,PASS,PASS,PASS,gate=FAIL; GOSIF×GLEAM fail coef=0.30747892796592696 p=0.003689222174019704 q=0.17339344217892608; sign consistency=0.7446808510638298,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,p90_precipitation × temperature regime interaction,clean-product robustness; tower,249.185297711654
FIT_OK,191,0.3877798671207738,0.1037021764261201,0.0002477412215272,0.1831515361771501,0.5924081980643976,True,0.4216284957833554,0.391912614932884,0.0297158808504713,459.45459438347393,467.02411344049307,-7.569519057019136,0.0027094405159864,5.0603657384707414,hinge_low_q25__median_vpd,median_vpd,baseline_vpd,hinge_low,,aridity;mean_annual_temperature;mean_annual_precipitation;soil_texture_pc1;growing_season_mean_lai;mean_soil_moisture;lat;lon,baseline_vpd:omitted_same_family_as_focal_or_moderator,0.0081556410126765,0.0594609784773973,0.1979452360002608,True,FIT_OK,300,0.171143614627302,0.5857454388286469,True,1.0,FIT_OK,159,0.4038578035849483,0.0008710023722362,True,-6.495654931781303,0.003514116448104,all,FAIL,47,1,0.7446808510638298,True,0.4067771072537369,5.901797947232909e-05,0.0009246150117331,0,0.0296743149160723,False,clean,PASS,47,1,0.7659574468085106,True,0.4821895551579868,6.759540664608422e-05,0.0031769841123659,0,-0.0077333063114612,False,True,True,False,True,False,False,False,4,4,VPD stress,PASS,PASS,PASS,gate=FAIL; sign consistency=0.7446808510638298,PASS,needs independent tower-derived same-feature/uWUE-response test,TIER_2_ONE_NON_TOWER_GATE_SHORT,low-threshold / sparse-tail VPD regime,all-product robustness; tower,249.3054563757825
